doc_id,vader_neg,vader_neu,vader_pos,vader_compound
pope_pius_xii__sertum_laetitiae,0.065,0.662,0.273,1.0
pope_pius_xii__si_diligis___canonisation_of_st_pius_x,0.041,0.765,0.193,0.9999
pope_pius_xii__summi_maeroris,0.086,0.682,0.232,0.9997
pope_pius_xii__summi_pontificatus,0.094,0.699,0.207,1.0
pope_pius_xii__the_function_of_art,0.014,0.748,0.238,0.9997
pope_pius_xii__the_internal_order_of_states_and_people,0.087,0.715,0.198,1.0
pope_pius_xii__the_moral_limits_of_medical_research_and_treatment,0.059,0.816,0.125,0.9998
pope_pius_xii__the_proofs_for_the_existence_of_god_in_the_light_o,0.038,0.834,0.128,0.9999
pope_pius_xii__the_states_of_perfection,0.042,0.747,0.212,1.0
pope_sixtus_iv__superna_caelestis,0.023,0.754,0.223,1.0
pope_sixtus_v__triumphantis_hierusalem,0.033,0.7,0.267,1.0
pope_st__john_paul_ii__a_concilio_constantinopolitano_i,0.015,0.813,0.172,1.0
pope_st__john_paul_ii__address_of_pope_john_paul_ii_to_the_tribunal_of_th,0.073,0.789,0.138,0.9994
pope_st__john_paul_ii__catechesi_tradendae,0.025,0.852,0.123,0.9999
pope_st__john_paul_ii__centesimus_annus,0.06,0.802,0.138,0.9999
pope_st__john_paul_ii__christifideles_laici,0.051,0.791,0.158,0.9999
pope_st__john_paul_ii__considerations_regarding_proposals_to_give_legal_r,0.075,0.777,0.148,0.9998
pope_st__john_paul_ii__crossing_the_threshold_of_hope,0.038,0.766,0.195,0.9952
pope_st__john_paul_ii__dies_domini,0.026,0.784,0.19,1.0
pope_st__john_paul_ii__dilecti_amici,0.051,0.805,0.145,0.9999
pope_st__john_paul_ii__dives_in_misericordia,0.059,0.738,0.203,1.0
pope_st__john_paul_ii__divini_amoris_scientia,0.024,0.767,0.209,1.0
pope_st__john_paul_ii__dominum_et_vivificantem,0.014,0.817,0.168,1.0
pope_st__john_paul_ii__dominus_iesus,0.029,0.78,0.19,1.0
pope_st__john_paul_ii__ecclesia_de_eucharistia,0.034,0.798,0.168,1.0
pope_st__john_paul_ii__ecclesia_dei,0.035,0.83,0.136,0.9992
pope_st__john_paul_ii__ecclesia_in_africa,0.02,0.794,0.186,1.0
pope_st__john_paul_ii__ecclesia_in_america,0.023,0.826,0.151,1.0
pope_st__john_paul_ii__ecclesia_in_asia,0.056,0.786,0.159,0.9999
pope_st__john_paul_ii__evangelium_vitae,0.154,0.688,0.158,-0.9928
pope_st__john_paul_ii__ex_corde_ecclesiae,0.02,0.788,0.192,1.0
pope_st__john_paul_ii__familiaris_consortio,0.036,0.754,0.21,1.0
pope_st__john_paul_ii__fidei_depositum,0.017,0.782,0.201,0.9999
pope_st__john_paul_ii__fides_et_ratio,0.041,0.768,0.191,1.0
pope_st__john_paul_ii__general_directory_for_catechesis,0.026,0.885,0.089,0.9996
pope_st__john_paul_ii__inaestamabile_donum,0.039,0.781,0.18,0.9997
pope_st__john_paul_ii__iuvenum_patris,0.028,0.762,0.21,1.0
pope_st__john_paul_ii__laborem_exercens,0.034,0.867,0.099,0.9998
pope_st__john_paul_ii__letter_to_families__gratissimam_sane_,0.021,0.806,0.173,1.0
pope_st__john_paul_ii__magnum_matrimonii_sacramentum,0.004,0.888,0.108,0.9982
pope_st__john_paul_ii__misericordia_dei,0.08,0.788,0.132,0.9995
pope_st__john_paul_ii__mulieris_dignitatem,0.011,0.849,0.14,1.0
pope_st__john_paul_ii__novo_millennio_ineunte,0.036,0.77,0.194,1.0
pope_st__john_paul_ii__ordinatio_sacerdotalis,0.014,0.817,0.169,0.9998
pope_st__john_paul_ii__orientale_lumen,0.035,0.813,0.152,1.0
pope_st__john_paul_ii__pastores_dabo_vobis,0.047,0.832,0.122,0.9998
pope_st__john_paul_ii__pastores_gregis,0.031,0.799,0.17,1.0
pope_st__john_paul_ii__reconciliatio_et_paenitentia,0.063,0.805,0.132,0.9999
pope_st__john_paul_ii__redemptionis_donum,0.033,0.781,0.186,1.0
pope_st__john_paul_ii__redemptor_hominis,0.054,0.78,0.166,1.0
pope_st__john_paul_ii__redemptoris_custos,0.012,0.819,0.169,1.0
pope_st__john_paul_ii__redemptoris_mater,0.015,0.781,0.204,1.0
pope_st__john_paul_ii__redemptoris_missio,0.031,0.782,0.187,1.0
pope_st__john_paul_ii__rosarium_virginis_mariae,0.028,0.811,0.161,1.0
pope_st__john_paul_ii__sacrae_disciplinae_leges,0.008,0.834,0.158,0.9999
pope_st__john_paul_ii__salvifici_doloris,0.17,0.717,0.114,-0.9999
pope_st__john_paul_ii__sapientia_christiana,0.011,0.837,0.152,1.0
pope_st__john_paul_ii__sescentesima_anniversaria,0.038,0.728,0.234,1.0
pope_st__john_paul_ii__slavorum_apostoli,0.033,0.815,0.152,1.0
pope_st__john_paul_ii__sollicitudo_rei_socialis,0.075,0.819,0.105,0.999
pope_st__john_paul_ii__speeches,0.005,0.99,0.005,0.0516
pope_st__john_paul_ii__tertio_millennio_adveniente,0.053,0.787,0.161,0.9999
pope_st__john_paul_ii__the_350_years_of_the_union_of_uzhorod,0.018,0.822,0.16,0.9999
pope_st__john_paul_ii__the_fourth_centenary_of_the_union_of_brest,0.038,0.797,0.165,1.0
pope_st__john_paul_ii__the_third_centenary_anniversary_of_the_union_of_th,0.027,0.81,0.163,1.0
pope_st__john_paul_ii__universi_dominici_gregis,0.039,0.881,0.079,0.9992
pope_st__john_paul_ii__ut_unum_sint,0.04,0.771,0.189,1.0
pope_st__john_paul_ii__veritatis_splendor,0.04,0.761,0.2,1.0
pope_st__john_paul_ii__vita_consecrata,0.022,0.808,0.171,1.0
pope_st__john_xxiii__ad_petri_cathedram,0.11,0.675,0.214,1.0
pope_st__john_xxiii__aeterna_dei_sapientia,0.037,0.744,0.219,1.0
pope_st__john_xxiii__grata_recordatio,0.032,0.749,0.219,0.9999
pope_st__john_xxiii__le_voci_che_da_tutti,0.02,0.727,0.252,1.0
pope_st__john_xxiii__mater_et_magistra,0.049,0.782,0.17,1.0
pope_st__john_xxiii__on_promoting_devotion_to_the_most_precious_blood,0.026,0.74,0.233,0.9999
pope_st__john_xxiii__pacem_in_terris,0.033,0.766,0.201,1.0
pope_st__john_xxiii__paenitentiam_agere,0.073,0.726,0.201,1.0
pope_st__john_xxiii__princeps_pastorum,0.034,0.756,0.209,1.0
pope_st__john_xxiii__religiosorum_institutio,0.082,0.748,0.17,0.9999
pope_st__john_xxiii__sacerdotii_nostri_primordia,0.066,0.7,0.233,1.0
pope_st__john_xxiii__veterum_sapientia,0.029,0.791,0.18,0.9999
pope_st__pius_v__consueverunt_romani,0.065,0.812,0.123,0.9862
pope_st__pius_v__quo_primum,0.03,0.885,0.085,0.9963
pope_st__pius_v__regnans_in_excelsis,0.1,0.769,0.131,0.9674
pope_st__pius_x__acerbo_nimis,0.088,0.737,0.175,0.9999
pope_st__pius_x__ad_diem_illum_laetissimum,0.072,0.747,0.181,1.0
pope_st__pius_x__communium_rerum,0.118,0.691,0.191,0.9999
pope_st__pius_x__dogma_of_the_immaculate_conception,0.107,0.694,0.199,0.9969
pope_st__pius_x__e_supremi,0.092,0.709,0.2,1.0
pope_st__pius_x__editae_saepe,0.105,0.713,0.183,0.9999
pope_st__pius_x__gravissimo_officii_munere,0.086,0.745,0.169,0.9993
pope_st__pius_x__haerent_animo,0.071,0.739,0.19,1.0
pope_st__pius_x__iamdudum,0.093,0.768,0.139,0.9993
pope_st__pius_x__il_fermo_proposito,0.048,0.725,0.228,1.0
pope_st__pius_x__iucunda_sane,0.091,0.74,0.168,0.9999
pope_st__pius_x__lacrimabili_statu,0.08,0.755,0.165,0.9995
pope_st__pius_x__lamentabili_sane,0.054,0.82,0.126,0.9996
pope_st__pius_x__notre_charge_apostolique,0.066,0.756,0.178,1.0
pope_st__pius_x__pascendi_dominici_gregis,0.075,0.794,0.131,0.9998
pope_st__pius_x__pieni_l_animo,0.076,0.789,0.135,0.9995
pope_st__pius_x__praestantia_scripturae,0.086,0.797,0.117,0.9869
pope_st__pius_x__quam_singulari,0.078,0.823,0.099,0.9908
pope_st__pius_x__septimo_iam,0.0,0.876,0.124,0.7003
pope_st__pius_x__singulari_quadam,0.038,0.782,0.18,0.9998
pope_st__pius_x__the_oath_against_modernism,0.06,0.79,0.151,0.9977
pope_st__pius_x__tra_le_sollecitudini,0.042,0.804,0.155,0.9999
pope_st__pius_x__tribus_circiter,0.081,0.741,0.177,0.9997
pope_st__pius_x__une_fois_encore,0.135,0.713,0.152,0.9938
pope_st__pius_x__vehementer_nos,0.089,0.739,0.172,0.9999
vatican__benedict-xv__en__apost_exhortations_documents_hf_ben_xv_exh_19150728_fummo_chiamati_html,0.145,0.665,0.19,0.9977
vatican__benedict-xv__en__apost_letters_documents_hf_ben_xv_apl_19191130_maximum_illud_html,0.056,0.762,0.182,1.0
vatican__benedict-xv__en__encyclicals_documents_hf_ben_xv_enc_01111914_ad_beatissimi_apostolorum_html,0.106,0.705,0.19,0.9999
vatican__benedict-xv__en__encyclicals_documents_hf_ben_xv_enc_01121918_quod_iam_diu_html,0.046,0.704,0.25,0.9994
vatican__benedict-xv__en__encyclicals_documents_hf_ben_xv_enc_01121920_annus_iam_plenus_html,0.091,0.701,0.207,0.9998
vatican__benedict-xv__en__encyclicals_documents_hf_ben_xv_enc_05101920_principi_apostolorum_petro_html,0.048,0.76,0.192,1.0
vatican__benedict-xv__en__encyclicals_documents_hf_ben_xv_enc_06011921_sacra_propediem_html,0.049,0.751,0.199,1.0
vatican__benedict-xv__en__encyclicals_documents_hf_ben_xv_enc_14051919_in_hac_tanta_html,0.042,0.762,0.197,1.0
vatican__benedict-xv__en__encyclicals_documents_hf_ben_xv_enc_15061917_humani_generis_redemptionem_html,0.066,0.776,0.159,0.9999
vatican__benedict-xv__en__encyclicals_documents_hf_ben_xv_enc_15091920_spiritus_paraclitus_html,0.065,0.793,0.142,0.9999
vatican__benedict-xv__en__encyclicals_documents_hf_ben_xv_enc_23051920_pacem_dei_munus_pulcherrimum_html,0.107,0.697,0.195,0.9999
vatican__benedict-xv__en__encyclicals_documents_hf_ben_xv_enc_24111919_paterno_iam_diu_html,0.069,0.729,0.201,0.9992
vatican__benedict-xv__en__encyclicals_documents_hf_ben_xv_enc_29061921_fausto_appetente_die_html,0.052,0.738,0.209,0.9999
vatican__benedict-xv__en__encyclicals_documents_hf_ben_xv_enc_30041921_in_praeclara_summorum_html,0.054,0.707,0.239,1.0
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20050522_holy_trinity_html,0.013,0.791,0.196,0.9982
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20050529_bari_html,0.004,0.782,0.214,0.9962
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20050605_html,0.038,0.751,0.212,0.9989
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20050612_html,0.003,0.758,0.239,0.9993
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20050619_html,0.064,0.754,0.182,0.9966
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20050626_html,0.06,0.795,0.145,0.9874
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20050629_sts_peter_paul_html,0.018,0.827,0.155,0.9965
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20050703_html,0.032,0.732,0.236,0.999
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20050710_html,0.061,0.735,0.204,0.9989
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20050717_html,0.022,0.702,0.276,0.9999
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20050724_html,0.1,0.698,0.201,0.9987
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20050731_html,0.019,0.733,0.248,0.9996
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20050807_html,0.052,0.668,0.28,0.9995
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20050814_html,0.046,0.799,0.156,0.9952
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20050815_html,0.082,0.733,0.185,0.9956
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20050821_20th_wyd_html,0.003,0.705,0.291,0.9998
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20050828_html,0.029,0.743,0.228,0.9993
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20050904_html,0.06,0.758,0.182,0.9988
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20050911_html,0.067,0.708,0.225,0.999
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20050918_html,0.002,0.781,0.217,0.9995
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20050925_html,0.035,0.734,0.23,0.9995
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20051002_html,0.008,0.831,0.161,0.9987
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20051009_html,0.046,0.775,0.179,0.9984
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20051016_html,0.029,0.773,0.197,0.9986
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20051023_html,0.011,0.858,0.13,0.9971
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20051030_html,0.023,0.816,0.161,0.9987
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20051101_all_saints_html,0.049,0.771,0.181,0.998
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20051106_html,0.012,0.793,0.195,0.9992
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20051113_html,0.008,0.826,0.166,0.9984
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20051120_html,0.022,0.789,0.189,0.9994
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20051127_html,0.007,0.791,0.202,0.9992
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20051204_html,0.007,0.79,0.203,0.9993
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20051208_immaculate_html,0.049,0.717,0.233,0.999
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20051211_html,0.036,0.69,0.274,0.9996
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20051218_html,0.015,0.745,0.24,0.9995
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_ang_20051226_st_stephen_html,0.041,0.781,0.178,0.9971
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_reg_20050501_workers_html,0.02,0.779,0.201,0.9991
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_reg_20050508_html,0.043,0.789,0.168,0.9966
vatican__benedict-xvi__en__angelus_2005_documents_hf_ben_xvi_reg_20050515_pentecost_html,0.0,0.818,0.182,0.9978
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060101_world_day_peace_html,0.004,0.691,0.305,0.9996
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060106_epifania_html,0.017,0.799,0.185,0.9989
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060108_battesimo_html,0.024,0.77,0.206,0.9991
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060115_html,0.035,0.813,0.153,0.9978
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060122_html,0.012,0.788,0.2,0.9993
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060129_html,0.015,0.826,0.159,0.9985
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060205_html,0.035,0.767,0.198,0.9981
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060212_html,0.073,0.718,0.21,0.9985
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060219_html,0.081,0.714,0.205,0.9977
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060226_html,0.049,0.811,0.14,0.9946
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060305_html,0.026,0.745,0.229,0.9992
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060312_html,0.04,0.756,0.204,0.999
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060319_html,0.02,0.7,0.28,0.9997
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060326_html,0.035,0.766,0.199,0.9984
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060402_html,0.028,0.751,0.221,0.9996
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060409_palm_sunday_html,0.009,0.823,0.168,0.9976
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060611_html,0.008,0.653,0.339,0.9998
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060618_html,0.027,0.79,0.183,0.9987
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060625_html,0.018,0.769,0.213,0.9991
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060629_sts_peter_paul_html,0.021,0.785,0.194,0.9987
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060702_html,0.03,0.738,0.232,0.9997
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060708_plaza_virgen_html,0.005,0.734,0.26,0.9986
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060709_valencia_html,0.0,0.743,0.257,0.9989
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060716_html,0.036,0.698,0.265,0.9997
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060723_html,0.066,0.708,0.226,0.9991
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060730_html,0.075,0.668,0.257,0.9993
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060806_html,0.036,0.744,0.22,0.9994
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060813_html,0.042,0.744,0.215,0.9984
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060815_assunzione_html,0.053,0.729,0.218,0.999
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060820_html,0.042,0.731,0.227,0.9996
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060827_html,0.069,0.678,0.254,0.9994
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060903_html,0.024,0.754,0.221,0.9996
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060910_munich_html,0.007,0.875,0.118,0.9844
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060917_html,0.081,0.721,0.198,0.998
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20060924_html,0.127,0.614,0.26,0.9992
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20061001_html,0.02,0.791,0.188,0.9991
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20061008_html,0.016,0.776,0.208,0.9992
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20061015_html,0.006,0.739,0.255,0.9942
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20061022_html,0.054,0.749,0.197,0.9991
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20061029_html,0.039,0.782,0.179,0.9986
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20061101_all_saints_html,0.048,0.72,0.232,0.9991
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20061105_html,0.175,0.638,0.187,-0.4949
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20061112_html,0.067,0.725,0.209,0.9987
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20061119_html,0.026,0.77,0.204,0.9987
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20061126_html,0.059,0.69,0.25,0.9996
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20061203_html,0.004,0.748,0.248,0.9994
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20061208_immaculate_html,0.024,0.69,0.285,0.9997
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20061210_html,0.034,0.778,0.188,0.9992
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20061217_html,0.048,0.743,0.209,0.9993
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20061224_html,0.033,0.757,0.209,0.9992
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20061226_st_stephen_html,0.078,0.746,0.175,0.9972
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_ang_20061231_html,0.029,0.756,0.215,0.9993
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_reg_20060417_easter_monday_html,0.009,0.746,0.245,0.9993
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_reg_20060423_html,0.022,0.765,0.213,0.9992
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_reg_20060430_html,0.023,0.843,0.134,0.9959
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_reg_20060507_html,0.029,0.816,0.156,0.9977
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_reg_20060514_html,0.04,0.786,0.173,0.9975
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_reg_20060521_html,0.042,0.773,0.186,0.999
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_reg_20060528_krakow_html,0.018,0.795,0.187,0.995
vatican__benedict-xvi__en__angelus_2006_documents_hf_ben_xvi_reg_20060604_pentecoste_html,0.018,0.73,0.253,0.9981
vatican__benedict-xvi__en__angelus_2007_documents_hf_ben_xvi_ang_20070101_world_day_peace_html,0.023,0.715,0.262,0.9995
vatican__benedict-xvi__en__angelus_2007_documents_hf_ben_xvi_ang_20070106_epifania_html,0.022,0.755,0.224,0.9993
vatican__benedict-xvi__en__angelus_2007_documents_hf_ben_xvi_ang_20070107_battesimo_html,0.019,0.827,0.154,0.9979
vatican__benedict-xvi__en__angelus_2007_documents_hf_ben_xvi_ang_20070114_html,0.029,0.811,0.16,0.9978
vatican__benedict-xvi__en__angelus_2007_documents_hf_ben_xvi_ang_20070121_html,0.023,0.754,0.223,0.9991
vatican__benedict-xvi__en__angelus_2007_documents_hf_ben_xvi_ang_20070128_html,0.032,0.765,0.203,0.9995
vatican__benedict-xvi__en__angelus_2007_documents_hf_ben_xvi_ang_20070204_html,0.016,0.752,0.231,0.9993
vatican__benedict-xvi__en__angelus_2007_documents_hf_ben_xvi_ang_20070211_html,0.067,0.754,0.18,0.996
vatican__benedict-xvi__en__angelus_2007_documents_hf_ben_xvi_ang_20070218_html,0.091,0.678,0.231,0.9992
vatican__benedict-xvi__en__angelus_2007_documents_hf_ben_xvi_ang_20070225_html,0.037,0.833,0.129,0.9951
vatican__benedict-xvi__en__angelus_2007_documents_hf_ben_xvi_ang_20070304_html,0.036,0.828,0.136,0.9971
vatican__benedict-xvi__en__angelus_2007_documents_hf_ben_xvi_ang_20070311_html,0.133,0.715,0.153,0.9522
vatican__benedict-xvi__en__angelus_2007_documents_hf_ben_xvi_ang_20070318_html,0.009,0.686,0.305,0.9998
vatican__benedict-xvi__en__angelus_2007_documents_hf_ben_xvi_ang_20070325_html,0.04,0.714,0.246,0.9996
vatican__benedict-xvi__en__angelus_2007_documents_hf_ben_xvi_ang_20070401_html,0.0,0.702,0.298,0.9937
vatican__benedict-xvi__en__angelus_2007_documents_hf_ben_xvi_ang_20070603_html,0.0,0.726,0.274,0.9909
vatican__benedict-xvi__en__angelus_2007_documents_hf_ben_xvi_ang_20070610_html,0.03,0.729,0.241,0.9996
vatican__benedict-xvi__en__angelus_2007_documents_hf_ben_xvi_ang_20070617_assisi_html,0.074,0.716,0.209,0.9991
vatican__benedict-xvi__en__angelus_2007_documents_hf_ben_xvi_ang_20070624_html,0.029,0.819,0.152,0.9968
vatican__benedict-xvi__en__angelus_2007_documents_hf_ben_xvi_ang_20070629_html,0.005,0.783,0.212,0.9994
vatican__benedict-xvi__en__angelus_2007_documents_hf_ben_xvi_ang_20070701_html,0.074,0.663,0.263,0.9996
vatican__benedict-xvi__en__angelus_2007_documents_hf_ben_xvi_ang_20070708_html,0.05,0.75,0.2,0.9997
vatican__benedict-xvi__en__angelus_2007_documents_hf_ben_xvi_ang_20070715_html,0.006,0.762,0.232,0.9991
vatican__benedict-xvi__en__angelus_2007_documents_hf_ben_xvi_ang_20070722_html,0.116,0.711,0.173,0.99
vatican__benedict-xvi__en__angelus_2007_documents_hf_ben_xvi_ang_20070729_html,0.041,0.737,0.222,0.9992
vatican__benedict-xvi__en__angelus_2007_documents_hf_ben_xvi_ang_20070805_html,0.031,0.795,0.173,0.9988
