term_str,pre_mean,post_mean
custodian,5.401629953236551e-06,5.688173456382878e-06
custodians,1.5211687742455937e-05,1.5994076078279235e-05
custody,3.9352171669176906e-05,1.935463172511409e-05
custom,0.0005768364237572421,0.0001860175860882176
customarily,0.00014845623679641162,1.5235020338806662e-05
customary,0.00013169747780554693,5.025113378754532e-05
customs,0.0003374729120474391,0.00016627786107216907
custos,0.0,0.0
cut,0.0001288245777074578,4.4733202103038596e-05
cuts,2.2517486410045686e-05,5.766821794717241e-06
cutting,1.4981424824975546e-05,0.0
cycle,9.946550108497601e-05,5.1758942570900666e-05
cycles,1.2369354685740411e-05,1.6107579969164907e-05
cynical,3.37225587362561e-06,0.0
cynicism,1.7799562504403188e-05,1.476039632277566e-05
cyprian,8.269062701635615e-05,3.614437700619245e-05
cyprus,5.9852323030978e-06,0.0
cyrene,0.0,8.203028265166101e-06
cyril,0.00019438336964466832,0.00020491222418740962
czech,5.51993827116735e-07,0.0
czestochowa,1.3198949772916239e-06,0.0
częstochowa,0.0,0.0
cæli,0.0,0.0
côte,0.0,3.7557592817378255e-06
cœur,0.0,1.5897372430709334e-06
dabo,0.0,0.00015499064644312405
dad,0.0,0.0
daily,0.00038184348240798106,0.0002645423165643731
dal,0.0,0.0
dalla,0.0,1.2708454288598124e-05
damage,0.00013328628032297494,6.567663410580545e-05
damaged,1.3898162101515253e-05,1.2933390251746843e-05
damages,1.7350613283828318e-05,0.00011960000969195096
damaging,1.644919131962537e-05,4.64212495282607e-05
damascene,1.974358106120626e-05,1.279815757011599e-05
damascus,5.178774132690493e-06,8.882192045935365e-06
dame,1.2644038507354175e-05,9.954977688635485e-06
damian,1.8192327720445607e-05,3.749271897258105e-06
damiano,1.2345813878868804e-05,0.0
damnation,3.976593186762146e-05,4.515469065948904e-06
dan,9.556789183071384e-06,3.3130436485616542e-06
dance,0.0,0.0
dances,2.1559987452726047e-05,1.7434211795508994e-06
dancing,2.4861233061732617e-06,0.0
danger,0.0005954259095322656,0.00026209642388513827
dangerous,0.00023193363033270937,4.7358849257068765e-05
dangerously,3.4628544069577765e-06,4.255787790589932e-05
dangers,0.000480239480499711,7.41265690644578e-05
daniel,1.7985739754681206e-05,1.3499116375923036e-06
danish,0.0,0.0
dans,0.0,7.4095852547041565e-06
dante,7.586177408826992e-05,2.3410570883679818e-05
dar,0.0,0.0
dare,0.00026076276017506634,1.2141832087881202e-05
dared,9.514907248248333e-05,4.051070607223474e-06
dares,6.874788729894524e-05,3.010069262674143e-06
darfur,0.0,3.1208756786208723e-06
daring,0.00010897672794342953,8.666954233995899e-06
dark,6.397017396650776e-05,7.187631765930835e-05
darken,3.822938705036815e-06,3.2366576640827793e-06
darkened,2.9577831294721483e-05,9.048933530903595e-06
darker,5.202263738256373e-07,0.0
darkest,2.2553888859561404e-06,5.119501146812482e-06
darkness,0.00023898450942515484,7.972186298779888e-05
das,0.0,0.0001155487801567856
dashed,0.0,1.425295584299603e-06
data,1.0074764230284459e-05,3.793705660770157e-05
date,9.17248065834536e-05,0.00011385213009488019
dated,0.0001347537714259453,0.00011366922966359401
dates,6.662988355863495e-06,1.905911207571359e-05
dating,8.235505027902818e-05,0.0
datum,5.407727816283871e-06,1.291383605684427e-05
daughter,6.595873751346076e-05,5.63017378489879e-05
daughters,2.7634912538695267e-05,0.00019550449608314997
daunted,2.277807016906872e-06,1.552872880257638e-05
daunting,0.0,6.4187395936491965e-06
david,7.032132774843814e-05,5.458117864422373e-05
davidic,2.8811653883064098e-05,0.0
dawn,8.221070366271393e-05,9.289390700374451e-05
dawned,3.1547932801779816e-05,1.3676287700006214e-05
dawning,3.412342382707538e-05,4.344665786824811e-06
dawns,0.0,0.0
day,0.00048481247312805577,0.000453323911168717
daybreak,0.0,0.0
dayis,0.0,0.0
days,0.00042806905789555776,0.0001648680917523129
dazzled,1.602385704957975e-05,0.0
dazzling,1.6410323138605833e-05,8.332936241179382e-06
deacon,4.929156762764648e-05,0.00015864435516960054
deacons,1.386772676422694e-05,0.00037428758397394126
dead,0.00010952114624574694,0.00017560650284142838
deadly,0.00022610100033545566,2.782724258676123e-06
deaf,1.9069079851775013e-05,2.1816252773946196e-05
deafening,0.0,0.0
deafness,0.0,3.2811407383053325e-06
deal,7.971099038232089e-05,5.3086639590004764e-05
dealers,0.0,0.0
dealing,8.109137743987537e-05,8.45218923528275e-05
dealings,8.051575513872784e-05,8.701777733503243e-06
deals,2.8298519545033334e-05,3.1922664830698066e-05
dealt,6.482749074556193e-05,7.189880998476579e-05
dean,1.5871703244210106e-05,0.0001118222335510514
dear,4.628141601235961e-05,6.503553407011923e-05
dearer,5.2106839362402024e-05,0.0
dearest,6.633523252577435e-05,3.54757900379907e-05
dearly,0.0001017618135723071,1.3417006013352202e-05
dearnewlyweds,0.0,0.0
dearsick,0.0,0.0
dearsickpeople,0.0,0.0
dearyoung,0.0,0.0
death,0.00032735049437356163,0.0005974290456799008
deathof,0.0,0.0
deaths,1.702802833999969e-05,5.391519117774218e-06
debase,1.377057352678205e-05,5.091159725036105e-06
debased,2.5395838135859872e-05,3.5180755461726967e-06
debasement,0.0,9.569824175416981e-06
debate,1.5118077769363242e-05,0.00010199628698148196
debated,1.4415523610687608e-05,7.3277705135574405e-06
debates,2.1760399326484736e-05,2.070364799528671e-05
debt,5.4675551829008806e-05,7.744375151227991e-05
debtor,6.230679416070043e-06,9.841046243138241e-06
debtors,8.569319057500225e-06,1.8734914745933702e-06
debts,3.739664500324924e-05,1.8122900563156044e-05
decade,2.442970191838983e-05,3.557230632402904e-05
decadence,8.702497685646595e-06,1.2940856083114198e-05
decades,2.7103900373801775e-05,5.875440655584857e-05
decalogue,1.097382710322669e-06,7.907086214045584e-05
decay,3.47830467524079e-05,1.6784998673131903e-05
deceased,4.711032675413137e-05,6.150925173484996e-05
deceit,0.00013734213429805636,1.766297534049571e-05
deceitful,0.0001480119588742305,2.267149265563239e-05
deceits,0.0001045495669797182,1.8516785188691958e-06
deceive,0.0001579480338577258,2.2304575874187134e-05
deceived,0.0002272287884750054,2.1459916543664097e-05
deceives,1.1816400378199685e-05,1.8226174516316382e-06
deceiving,2.6966402829307775e-05,3.6271060579719496e-05
december,0.0002106372691969025,0.0010800715002800489
decency,7.90129211437299e-05,0.0
decent,2.8624048110851077e-05,2.052064679928863e-05
deception,6.685182123910942e-05,2.9761098647948214e-05
deceptions,8.327207434996208e-05,1.2860805391153357e-06
deceptive,5.604913032877677e-05,1.1125237750815814e-05
dechristianization,1.1226164593681665e-05,3.0725833308404925e-06
decide,0.0001510461155605131,7.81427758516701e-05
decided,0.00027140719572408677,0.00013165606648300455
decidedly,3.0349572708588943e-06,3.036390386631901e-05
decides,7.0745070463755695e-06,4.525070140015484e-05
deciding,2.1950759294922606e-05,3.141371586905424e-05
decipher,0.0,7.131109464708476e-06
decision,0.0001621361426786925,0.0003352042737933458
decisions,0.00015119301648979327,0.00018412676117577462
decisive,2.0018153206981736e-05,0.00021188728835456734
decisively,1.2461599704867732e-05,4.7311538257283025e-05
declaration,0.00018565519807430507,0.00029214260764634823
declarationnostra,0.0,3.0032586775676797e-05
declarations,0.0001010328615705022,9.257833622074252e-05
declare,0.0005584268467780885,0.00017665397770991767
declared,0.0004746504856663062,0.00024708113237238884
declares,0.00013634374439882004,4.6106383767714664e-05
declaring,9.234651243401215e-05,3.762112165911191e-05
decline,5.021068862584802e-05,3.432456421748188e-05
declining,4.7649560516594135e-06,1.8143010737515284e-06
decorate,6.323122288116921e-06,0.0
decorated,8.897013484413023e-06,0.0
decoration,2.4576435725130784e-06,1.8067328304248741e-06
decorations,0.0,0.0
decorative,6.489731270855042e-06,3.157675743806779e-06
decorum,3.5913370927843745e-05,0.0
decrease,8.30785560398677e-06,8.956622564566176e-06
decreased,1.984844538301941e-05,2.798122679010451e-06
decreasing,2.3196250012639077e-06,7.582890933299095e-06
decree,0.0014116523019900818,0.0010882419408093794
decreead,0.0,7.606918774442708e-05
decreechristus,0.0,5.992787630602177e-06
decreed,0.00040332450070218673,0.00016700423065591386
decreeperfectae,0.0,0.0
decrees,0.0007862858859700669,0.00027465198770116196
decreeunitatis,1.2601690446134579e-05,0.0003466776633281689
dedicate,5.33642843773563e-05,5.858712335264069e-05
dedicated,0.000108614860137919,0.0001273008923733333
dedicates,4.798228511114451e-06,1.3262489178141219e-05
dedicating,1.483187527763403e-05,3.1436760467565935e-05
dedication,4.227211186337252e-05,7.608368158220293e-05
deduce,9.989231111093168e-06,9.921957105554446e-06
deduced,3.685214776797744e-05,8.504686622872603e-06
deed,0.0001261340569461,3.234197829449e-05
deeds,0.00036068435529379883,8.535997426106637e-05
deem,0.00013118700647587545,3.518199394790131e-05
deemed,0.0001490019241330304,0.00022176402764967506
deems,2.692670303697259e-05,1.293939078287352e-06
deep,9.381228908849297e-05,0.00018852738387915342
deepen,2.006344652205893e-06,6.616744313097154e-05
deepened,9.079564163254301e-06,4.7437803295437445e-05
deepening,1.2149245797193461e-05,4.618332676405491e-05
deepens,3.399288827766462e-06,2.7782110971493848e-05
deeper,4.312883976203371e-05,0.00023197188816840601
deepest,0.00010023141001814229,0.000131348798284808
deeply,0.00018282085012077086,0.00015844052369025412
defamation,2.1057719026619983e-06,3.7001181021057294e-06
defeat,5.2865078170083385e-05,1.3772367979217431e-05
defeated,4.0486927660383634e-05,4.448356191877322e-06
defeating,1.7348728510657789e-06,0.0
defeatism,0.0,6.673871981133244e-06
defeats,4.345455567498653e-07,5.44761377526445e-06
defect,8.590493759341611e-05,1.9838987458804383e-05
defective,2.6616812347619193e-05,8.446049852991063e-06
defects,3.0431659927379985e-05,7.16539856954083e-05
defence,3.6069608356128565e-05,6.101112376625329e-05
defenceless,0.0,2.034951117486691e-05
defend,0.0004092757838116084,9.522883214619398e-05
defended,0.0001738232279047159,4.038905542853525e-05
defender,9.27956600201651e-05,1.972328939235492e-05
defenders,0.00011731022835019701,7.440416811678863e-06
defending,0.00019036939891247683,8.626781809083457e-05
defends,2.942877901567241e-05,1.9182425665066336e-05
defense,0.0005119789052877294,0.0001432240426320514
defenseless,5.056538032936452e-06,7.889975331522614e-06
defensive,7.314497189574407e-06,1.5642556083365533e-05
defer,2.480568903041107e-05,1.3904689586878976e-05
deference,3.751352695381877e-05,2.628281586974606e-06
deferential,0.0,0.0
deferred,1.2900318328882499e-05,4.588532989854258e-06
defiance,2.0969222665634353e-05,1.9749506809477748e-06
deficiencies,5.861930195251286e-06,1.733541837936652e-05
deficiency,3.791956492426734e-05,1.1411043065080015e-05
deficient,3.910003778931377e-05,1.2021296348518135e-05
deficit,0.0,0.0
defile,4.52811653365964e-05,0.0
defiled,5.006952958474349e-05,0.0
define,0.0001784190327927917,6.914002409704073e-05
defined,0.0001460565501297182,0.00018886563740259756
defines,2.078647896177151e-05,2.6016035338092285e-05
defining,2.3998522256466795e-05,2.6855291318017838e-05
definite,8.942844396262275e-05,4.3095117674711094e-05
definitely,3.6865752010402714e-05,3.262630246579664e-05
definition,0.000134509493776994,6.622018625034906e-05
definitions,2.019478147695119e-05,2.964540681728072e-06
definitive,1.9818102644297283e-05,0.00023569473978532967
definitively,8.588038856113656e-06,0.00012806177325973153
deforestation,0.0,4.110855325185439e-06
deformed,1.818047427632426e-05,1.2474803792136757e-05
defuse,0.0,0.0
degenerate,1.5827917502628e-05,1.2353798135668108e-05
degenerates,5.752072312085967e-06,3.1853994675479137e-06
degenerating,1.7885557429708549e-06,1.1633162157108478e-06
degli,1.5659710588543208e-06,0.0
degradation,2.4169299973127103e-05,3.465693413748464e-05
degrade,9.485281425931615e-06,5.857969053539968e-06
degraded,2.6051676232779048e-05,4.945873198895505e-06
degrades,1.0356147864144386e-05,2.00474368824088e-06
degrading,1.4116575109706333e-05,1.8780973466408868e-05
degree,0.00025833139769799226,0.00017040645917512786
degrees,0.00017523881197375207,9.832921896062872e-05
dehumanization,0.0,8.455812786098899e-06
dehumanizing,1.4159812288793586e-06,1.7350987781378683e-05
dei,0.0001971636034868367,0.00035568837773064125
deign,9.945144867300476e-05,0.0
deigned,5.1155680399798576e-05,5.531640494636484e-05
deity,1.6188235442487245e-05,1.0829103123545438e-05
dejected,4.090321371130356e-06,9.026501550818533e-06
del,8.610546386447121e-05,2.091731040813491e-05
delay,0.00019293005000023405,4.607640211537835e-05
delayed,9.38632553016622e-05,2.519920306951141e-06
delays,1.963921168268822e-05,9.235415523932068e-06
delegate,7.584565428855735e-05,0.0001370295476475116
delegated,0.0001060920186433171,2.3098708037538276e-05
delegates,5.8910248923493434e-05,4.295297964152245e-05
delegation,2.8706193958937506e-05,1.69533938468683e-05
delegationof,0.0,0.0
delegations,1.314532028446593e-06,0.0
delhi,0.0,3.4545859872929735e-06
deliberate,0.00010853418973367245,6.551581260011595e-05
deliberately,7.733871633846932e-05,5.680456214549343e-05
deliberation,8.918186377020322e-05,6.13661380377192e-05
deliberations,0.00010109946229850315,8.70980346748464e-05
delicacy,1.5168582910878376e-05,3.217026292331522e-06
delicate,3.151426634108874e-05,4.39441567509471e-05
delight,6.969808664774055e-05,1.9991097493329713e-05
delighted,2.6500150372661995e-05,0.0
delightful,3.9471913050247105e-05,1.626184704220125e-05
delights,3.999304272369084e-05,1.0554456610543319e-05
delinquency,1.0391365735004798e-05,7.496351156209093e-06
deliver,8.474563415918499e-05,3.474909849171148e-05
deliverance,2.8077663819743635e-05,1.0824360663660394e-05
delivered,0.00018099338168466777,3.0359364607888866e-05
delivering,2.4391493549794794e-05,8.960013591315748e-06
delivers,2.7996370961199836e-06,1.0509346260150329e-05
delivery,7.277230555591217e-07,0.0
dell,0.0,0.0
della,3.3709500573992786e-06,2.1540774619636874e-05
delle,1.3141541366954601e-06,0.0
dello,0.0,0.0
delude,9.776070907694752e-06,1.7257021616351677e-06
deluded,4.194560059392143e-05,0.0
deluding,0.0,3.361712344104234e-06
delusion,3.509326290398409e-05,9.752484345683343e-06
delusions,3.6850791611366804e-05,1.4898360244921909e-06
delve,9.51760243488299e-06,5.091261589484766e-06
dem,0.0,6.095600604256042e-06
demand,0.00029861842499512384,0.00013099057558016344
demanded,0.00015045928729640233,8.154870968267108e-05
demanding,3.298418720833007e-05,8.124941731405787e-05
demands,0.0002567422671700988,0.00033496718640299556
demean,1.0685106280119515e-05,2.653758453952261e-06
demeaned,0.0,5.2456094315926675e-06
demeaning,1.8018554912987776e-06,1.2574147257051144e-05
democracies,1.7932803207154085e-06,3.390233387746786e-06
democracy,5.419527873308019e-05,4.4519295564324905e-05
democratic,1.863739434036647e-05,3.279520311766184e-05
democratization,0.0,3.656749687201739e-06
demographic,2.347580458297482e-06,3.365628186651123e-05
demon,2.2526587108385123e-05,0.0
demons,2.554432961142404e-05,6.138644653482193e-06
demonstrate,4.818290862019183e-05,6.302554735137265e-05
demonstrated,6.4330899291441e-05,3.9434076791945906e-05
demonstrates,1.8773123373791836e-05,4.447139293479592e-05
demonstrating,2.6449964610021264e-05,1.898229517848989e-05
demonstration,9.902069975591201e-05,1.468065842994331e-05
demonstrations,4.333163499148438e-05,8.837949338036366e-06
den,2.2831603204516325e-06,9.191314751270737e-05
denial,4.1500888004124605e-05,8.958715630544872e-05
denied,0.00014874785249525217,6.851289049664284e-05
denies,4.7332497101619694e-05,2.228499121295899e-05
denmark,5.611049953474628e-06,1.4764469139760992e-06
denomination,2.5538318109255436e-06,0.0
denominations,9.416331617807056e-07,1.545135951178435e-05
denominator,0.0,0.0
denotes,0.0,4.046893190366842e-06
denounce,0.00010011328958148029,1.2617114645548812e-05
denounced,8.106657043964173e-05,6.784368742875247e-06
denounces,2.0930756611706242e-06,4.240531852459352e-06
denouncing,1.8066068348971197e-05,3.426850032613094e-06
dense,1.565360056789575e-05,1.7915339858369052e-06
denunciation,9.113967485505422e-06,1.3688620206057516e-06
denver,0.0,1.1201730225036185e-06
deny,0.00021229539951183487,0.00010130730424899706
denying,4.3215522182829676e-05,4.4880880350978935e-05
deo,2.746811148953734e-06,6.903059772781942e-05
depart,0.00012218556104818477,2.8538666243181074e-05
departed,9.607827302240182e-05,3.104668710922776e-05
departing,1.5608372317205854e-05,1.013164869346987e-05
department,3.849453102235274e-05,2.0764075376161147e-06
departments,2.0111813356523278e-05,3.276077377316219e-05
departs,7.168379230794785e-07,5.95243757843729e-06
departure,7.754712115452403e-05,5.9472072909388795e-05
depend,0.00012177377702960307,8.400270047745883e-05
